66.6666666667,60,158
42.3333333333,38,85
29.0,27,45
53.6666666667,48,119
22.0,19,24
29.0,25,45
44.0,39,90
29.3333333333,25,46
62.6666666667,57,146
123.333333333,113,328
25.0,23,33
23.0,20,27
24.3333333333,21,31
22.0,20,24
48.3333333333,44,103
31.6666666667,30,53
38.6666666667,34,74
28.6666666667,25,44
69.0,62,165
33.6666666667,44,59
106.333333333,97,277
21.0,18,21
46.3333333333,42,97
20.3333333333,18,19
60.0,55,138
26.6666666667,23,38
58.3333333333,55,133
66.0,61,156
25.6666666667,27,35
92.0,84,234
24.3333333333,21,31
40.0,35,78
20.6666666667,18,20
21.0,17,21
59.3333333333,53,136
37.3333333333,33,70
69.3333333333,65,166
36.0,34,66
20.3333333333,17,19
60.3333333333,54,139
52.6666666667,47,116
46.6666666667,41,98
23.6666666667,20,29
20.3333333333,17,19
69.0,62,165
23.3333333333,20,28
58.3333333333,53,133
78.6666666667,71,194
38.3333333333,33,73
58.3333333333,52,133
21.0,18,21
20.0,17,18
24.0,22,30
43.0,38,87
50.6666666667,45,110
114.666666667,106,302
32.0,28,54
37.0,32,69
42.0,37,84
36.6666666667,32,68
31.0,28,51
33.6666666667,31,59
43.0,40,87
35.3333333333,34,64
36.3333333333,35,67
34.0,30,60
43.6666666667,38,89
20.6666666667,17,20
37.6666666667,33,71
21.6666666667,21,23
25.6666666667,24,35
49.3333333333,44,106
52.6666666667,47,116
61.3333333333,55,142
30.6666666667,27,50
31.6666666667,28,53
50.0,51,108
29.3333333333,27,46
25.6666666667,23,35
41.3333333333,37,82
28.6666666667,26,44
33.6666666667,30,59
45.6666666667,41,95
19.0,19,15
46.0,40,96
29.3333333333,25,46
108.333333333,99,283
30.6666666667,26,50
46.6666666667,43,98
24.3333333333,22,31
19.3333333333,17,16
28.3333333333,24,43
70.3333333333,64,169
62.6666666667,57,146
81.3333333333,76,202
39.6666666667,35,77
46.6666666667,43,98
19.3333333333,17,16
54.3333333333,50,121
38.0,33,72
27.0,26,39
22.3333333333,20,25
23.0,20,27
30.6666666667,27,50
29.0,26,45
48.6666666667,44,104
70.0,64,168
46.0,42,96
45.6666666667,42,95
34.6666666667,33,62
21.6666666667,18,23
38.0,34,72
28.3333333333,25,43
39.6666666667,37,77
52.0,47,114
29.0,26,45
29.0,25,45
43.3333333333,39,88
22.0,20,24
22.0,20,24
51.0,45,111
47.6666666667,44,101
56.6666666667,53,128
60.3333333333,55,139
59.0,54,135
44.3333333333,39,91
30.0,27,48
56.3333333333,51,127
46.0,42,96
36.6666666667,32,68
22.6666666667,19,26
20.3333333333,18,19
40.3333333333,37,79
100.333333333,91,259
45.6666666667,40,95
58.6666666667,53,134
66.3333333333,61,157
49.3333333333,46,106
53.0,47,117
31.3333333333,27,52
59.0,54,135
22.6666666667,20,26
24.6666666667,21,32
51.3333333333,47,112
58.3333333333,52,133
42.6666666667,38,86
83.3333333333,77,208
44.0,40,90
37.0,35,69
30.3333333333,29,49
46.0,42,96
51.0,46,111
35.0,31,63
119.666666667,111,317
29.3333333333,25,46
38.3333333333,37,73
65.6666666667,60,155
51.0,45,111
26.3333333333,22,37
84.3333333333,77,211
23.0,20,27
28.0,27,42
22.6666666667,20,26
65.6666666667,60,155
55.3333333333,49,124
48.0,43,102
38.3333333333,37,73
49.3333333333,45,106
63.6666666667,57,149
56.0,51,126
38.3333333333,34,73
39.6666666667,35,77
59.0,54,135
28.3333333333,27,43
25.3333333333,23,34
37.3333333333,34,70
25.0,24,33
19.6666666667,18,17
29.3333333333,25,46
27.0,26,39
20.3333333333,18,19
29.3333333333,28,46
65.6666666667,60,155
44.6666666667,40,92
47.3333333333,44,100
36.0,32,66
20.6666666667,20,20
24.6666666667,21,32
29.0,26,45
50.6666666667,46,110
26.6666666667,24,38
112.0,103,294
20.0,18,18
29.0,28,45
25.3333333333,23,34
54.0,48,120
34.0,32,60
19.3333333333,18,16
63.0,56,147
35.0,30,63
21.6666666667,19,23
26.3333333333,25,37
23.0,21,27
50.3333333333,46,109
119.666666667,107,317
67.0,62,159
21.3333333333,19,22
23.0,19,27
48.3333333333,43,103
57.3333333333,52,130
23.3333333333,20,28
34.3333333333,30,61
43.0,38,87
37.6666666667,34,71
21.0,20,21
22.0,19,24
36.6666666667,33,68
33.3333333333,29,58
37.3333333333,32,70
30.3333333333,26,49
70.0,64,168
23.3333333333,20,28
72.6666666667,66,176
35.6666666667,31,65
28.3333333333,27,43
54.3333333333,48,121
64.0,58,150
19.6666666667,17,17
37.0,32,69
24.3333333333,21,31
48.0,44,102
22.6666666667,20,26
35.6666666667,31,65
46.3333333333,41,97
21.3333333333,20,22
41.0,37,81
44.0,39,90
53.0,47,117
41.6666666667,37,83
22.6666666667,19,26
38.0,33,72
25.0,21,33
41.3333333333,36,82
40.3333333333,37,79
29.6666666667,27,47
21.3333333333,18,22
36.0,31,66
36.6666666667,32,68
22.6666666667,20,26
20.3333333333,18,19
65.3333333333,59,154
37.3333333333,34,70
65.3333333333,58,154
21.0,18,21
23.0,20,27
62.0,55,144
48.3333333333,43,103
21.3333333333,21,22
68.3333333333,62,163
32.3333333333,28,55
58.6666666667,54,134
71.3333333333,66,172
37.6666666667,34,71
25.0,22,33
45.0,42,93
20.6666666667,20,20
94.3333333333,86,241
19.3333333333,19,16
46.6666666667,41,98
72.3333333333,66,175
21.0,19,21
21.3333333333,18,22
29.6666666667,27,47
38.0,35,72
68.0,64,162
45.6666666667,42,95
72.6666666667,67,176
80.0,73,198
34.0,31,60
114.666666667,105,302
20.3333333333,18,19
26.0,23,36
31.0,29,51
20.3333333333,19,19
26.0,25,36
31.3333333333,27,52
52.6666666667,48,116
40.3333333333,37,79
24.0,22,30
32.6666666667,30,56
26.6666666667,24,38
22.0,20,24
55.0,50,123
45.6666666667,41,95
27.0,24,39
32.3333333333,28,55
31.0,29,51
25.6666666667,23,35
26.6666666667,24,38
27.0,24,39
20.0,18,18
27.3333333333,23,40
31.3333333333,28,52
31.3333333333,28,52
44.0,40,90
